title,content_type,genre,url,tomatometer,popcornmeter,summary,critics_consensus,platforms
Star Wars: The Rise of Skywalker,Movie,Sci-Fi|Adventure|Action|Fantasy,https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,51%,86%,"When it's discovered that the evil Emperor Palpatine did not die at the hands of Darth Vader, the rebels must race against the clock to find out his whereabouts. Finn and Poe lead the Resistance to put a stop to the First Order's plans to form a new Empire, while Rey anticipates her inevitable confrontation with Kylo Ren. Warning: Some flashing-lights scenes in this film may affect photosensitive viewers.","Star Wars: The Rise of Skywalker suffers from a frustrating lack of imagination, but concludes this beloved saga with fan-focused devotion.","Fandango at Home, Netflix, Apple TV, Prime Video"
Faces of Death,Movie,Horror,https://www.rottentomatoes.com/m/faces_of_death_2026,68%,64%,"In FACES OF DEATH, the exploration of the original film's infamous ""is it real or not?"" conceit continues as a woman (Ferreira) working as a content moderator for a major video platform discovers what appears to be re-enactments of murders from the original film. In an online world where nothing can be trusted, she must determine whether the violence is fiction, or unfolding in real time.","A fiercely transgressive, self-aware reimagining that occasionally gives way to conventional genre exploitation, Faces of Death interrogates the morbid spectacle of violence with striking brutality and intelligence.","Fandango at Home, Netflix, Apple TV, Prime Video"
Black Phone 2,Movie,Horror|Mystery & Thriller,https://www.rottentomatoes.com/m/black_phone_2,72%,82%,"Four years ago, 13-year-old Finn killed his abductor and escaped, becoming the sole survivor of The Grabber. But true evil transcends death... and the phone is ringing again. Four-time Academy Award® nominee Ethan Hawke returns to the most sinister role of his career as The Grabber seeks vengeance on Finn (Mason Thames) from beyond the grave by menacing Finn's younger sister, Gwen (Madeleine McGraw). As Finn, now 17, struggles with life after his captivity, the headstrong 15-year-old Gwen begins receiving calls in her dreams from the black phone and seeing disturbing visions of three boys being stalked at a winter camp known as Alpine Lake. Determined to solve the mystery and end the torment for both her and her brother, Gwen persuades Finn to visit the camp during a winter storm. There, she uncovers a shattering intersection between The Grabber and her own family's history. Together, she and Finn must confront a killer who has grown more powerful in death and more significant to them than either could imagine.","Taking the consequences of its predecessor seriously, Black Phone 2 is a chilling sequel that mines memorable scares and thought-provoking themes from the scars that linger.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Devil Wears Prada,Movie,Comedy|Drama,https://www.rottentomatoes.com/m/the_devil_wears_prada,75%,76%,"Andy is a recent college graduate with big dreams. Upon landing a job at prestigious Runway magazine, she finds herself the assistant to diabolical editor Miranda Priestly. Andy questions her ability to survive her grim tour as Miranda's whipping girl without getting scorched.","A rare film that surpasses the quality of its source novel, this Devil is a witty expose of New York's fashion scene, with Meryl Streep in top form and Anne Hathaway more than holding her own.","Fandango at Home, Netflix, Apple TV, Prime Video"
Weapons,Movie,Horror|Mystery & Thriller,https://www.rottentomatoes.com/m/weapons,93%,85%,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.","Zach Cregger spins an expertly crafted yarn of terrifying mystery and thrilling intrigue in Weapons , a sophomore triumph that solidifies his status as a master of horror.","Fandango at Home, Netflix, Apple TV, Prime Video"
The Running Man,Movie,Action|Adventure|Sci-Fi,https://www.rottentomatoes.com/m/the_running_man_2025,61%,77%,"In a near-future society, The Running Man is the top-rated show on television--a deadly competition where contestants, known as Runners, must survive 30 days while being hunted by professional assassins, with every move broadcast to a bloodthirsty public and each day bringing a greater cash reward. Desperate to save his sick daughter, working-class Ben Richards (Glen Powell) is convinced by the show's charming but ruthless producer, Dan Killian (Josh Brolin), to enter the game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite--and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.","Spiritedly sprinting through grim source material, Edgar Wright's The Running Man doesn't live up to the director's high bar for inventive action extravaganzas but maintains a slick stride.","Fandango at Home, Netflix, Apple TV, Prime Video"
Sinners,Movie,Horror|Mystery & Thriller|Drama,https://www.rottentomatoes.com/m/sinners_2025,97%,96%,"Trying to leave their troubled lives behind, twin brothers (Michael B. Jordan) return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back.","A rip-roaring fusion of masterful visual storytelling and toe-tapping music, writer-director Ryan Coogler's first original blockbuster reveals the full scope of his singular imagination.","Fandango at Home, Netflix, Apple TV, Prime Video"
They Will Kill You,Movie,Horror|Action|Comedy,https://www.rottentomatoes.com/m/they_will_kill_you,64%,77%,"THEY WILL KILL YOU unleashes a blood-soaked, high-octane horror-action-comedy in which a young woman must survive the night at the Virgil, a demonic cult's mysterious and twisted death-trap of a lair, before becoming their next offering in a uniquely brazen, big screen battle of epic kills and wickedly dark humor.","A hyper-stylized battle royale with a vivid gothic setting, They Will Kill You 's cyclical structure can grow repetitive but a fierce Zazie Beetz keeps the bloodletting infectiously fun.","Fandango at Home, Netflix, Apple TV, Prime Video"
"You, Me & Tuscany",Movie,Romance|Comedy,https://www.rottentomatoes.com/m/you_me_and_tuscany,66%,92%,"Sometimes the wrong place is right where you need to be. From Will Packer, the blockbuster producer of Girls Trip, the Ride Along franchise, and ten movies that have opened No. 1 at the U.S. box office--including Night School, This Christmas and Think Like a Man--comes a delicious romantic comedy about one little lie, one large Italian villa, and two people getting lost in the sauce of love. Halle Bailey (The Little Mermaid, The Color Purple) stars as Anna, a young woman who has abandoned her dreams of becoming a chef and is now drifting through her twenties with a series of bad choices. When Anna loses her house-sitting job (and housing) in one fell swoop, a chance encounter with Matteo--a handsome Italian who happens to have a villa sitting empty in Tuscany--will inspire her to jet off for Italy, against the advice of her always-honest bestie, Claire (Home Before Dark's Aziza Scott). But Anna's plan to crash at Matteo's villa, without permission, just for one night, falls apart when Matteo's mother, Gabriella (Italian film icon Isabella Ferrari) shows up at the house unexpectedly. In a panic, Anna allows Gabriella to believe that she is Matteo's fiancée. That little lie becomes a big problem, though, when Matteo's cousin, Michael (Regé-Jean Page; Bridgerton, Black Bag) shows up, and Anna discovers that the heat between them may ignite a fire that will transform her life.","A sweet-natured throwback to the romantic comedies where stakes were low and chemistry easygoing, You, Me & Tuscany doesn't fully justify its credibility gaps but proves as pleasingly light and bubbly as Prosecco.","Fandango at Home, Netflix, Apple TV, Prime Video"
undertone,Movie,Horror|Mystery & Thriller,https://www.rottentomatoes.com/m/undertone,74%,50%,"The host of a popular paranormal podcast is sent hidden messages within anonymous recordings, unleashing a demonic presence that is impossible to escape.","Masterfully using negative space and unsettling audio to build its creeping dread, undertone erupts as a diabolically immersive aural nightmare.","Fandango at Home, Netflix, Apple TV, Prime Video"
Star Wars: The Last Jedi,Movie,Sci-Fi|Adventure|Action|Fantasy,https://www.rottentomatoes.com/m/star_wars_the_last_jedi,91%,41%,"Luke Skywalker's peaceful and solitary existence gets upended when he encounters Rey, a young woman who shows strong signs of the Force. Her desire to learn the ways of the Jedi forces Luke to make a decision that changes their lives forever. Meanwhile, Kylo Ren and General Hux lead the First Order in an all-out assault against Leia and the Resistance for supremacy of the galaxy.",Star Wars: The Last Jedi honors the saga's rich legacy while adding some surprising twists -- and delivering all the emotion-rich action fans could hope for.,"Fandango at Home, Netflix, Apple TV, Prime Video"
One Battle After Another,Movie,Mystery & Thriller|Comedy|Drama,https://www.rottentomatoes.com/m/one_battle_after_another,94%,85%,"Bob is a washed-up revolutionary who lives in a state of stoned paranoia, surviving off-grid with his spirited and self-reliant daughter, Willa. When his evil nemesis resurfaces and Willa goes missing, the former radical scrambles to find her as both father and daughter battle the consequences of their pasts.","An epic screwball adventure teeming with awe-inspiring action set pieces, One Battle After Another is Paul Thomas Anderson's most entertaining film yet while also one of his most thematically rich.","Fandango at Home, Netflix, Apple TV, Prime Video"
Greenland,Movie,Action|Adventure|Mystery & Thriller,https://www.rottentomatoes.com/m/greenland,78%,63%,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting leveled, the family experiences the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate, last-minute flight to a possible safe haven.","Beware, comets of Greenland : Gerard Butler is here to protect Earth -- and show audiences an improbably entertaining time.","Fandango at Home, Netflix, Apple TV, Prime Video"
